DrugRecordID,FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE,Hospital Name,Facility ID,Address,City/Town,State,ZIP Code,Year,Month,Quarter,DURATION_DAYS,MedianIncome,Population,UnemploymentRate,PovertyRate,BachelorsDegreeOrHigher
95,1,ED,All Opioids,Age,0-15 Years,10,2023-10-01,2023-10-31,0.066287023,Percent,COMMUNITY CARE HOSPITAL,194056,1421 GENERAL TAYLOR,NEW ORLEANS,LA,70115,2023,10,2023Q4,30,58229.0,4985783.0,4.0,11.99,35.13
96,1,ED,Stimulants,Age,0-15 Years,10,2023-10-01,2023-10-31,0.027117418,Percent,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,670060,231 SOUTH COLLINS ROAD,SUNNYVALE,TX,75182,2023,10,2023Q4,30,75780.0,4981069.0,3.92,11.93,35.05
97,1,ED,Cannabis,Age,0-15 Years,10,2023-10-01,2023-10-31,0.195848022,Percent,CONNECTICUT BEHAVIORAL HEALTH HOSPITAL,074017,1 ABRAHMS BOULEVARD,WEST HARTFORD,CT,6117,2023,10,2023Q4,30,91665.0,5019950.0,4.05,11.92,34.92
98,1,ED,Benzodiazepine,Age,0-15 Years,10,2023-10-01,2023-10-31,0.012052186,Percent,RADY CHILDREN'S HOSPITAL - SAN DIEGO,053303,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,2023,10,2023Q4,30,95521.0,4977549.0,4.0,11.91,35.07
99,1,ED,All Drugs,Age,0-15 Years,11,2023-11-01,2023-11-30,5.644508671,Percent,SHOREPOINT HEALTH PUNTA GORDA,100047,809 E MARION AVE,PUNTA GORDA,FL,33950,2023,11,2023Q4,29,73311.0,5001635.0,3.94,12.02,35.1
100,1,ED,All Opioids,Age,0-15 Years,11,2023-11-01,2023-11-30,0.020231214,Percent,COMMUNITY HOSPITAL INC,010034,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,2023,11,2023Q4,29,62212.0,4977698.0,3.92,11.89,35.03
101,1,ED,Stimulants,Age,0-15 Years,11,2023-11-01,2023-11-30,0.01734104,Percent,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,050765,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,2023,11,2023Q4,29,95521.0,4977549.0,4.0,11.91,35.07
102,1,ED,Cannabis,Age,0-15 Years,11,2023-11-01,2023-11-30,0.239884393,Percent,ST FRANCIS-DOWNTOWN,420023,ONE ST FRANCIS DR,GREENVILLE,SC,29601,2023,11,2023Q4,29,67804.0,5006173.0,4.02,11.96,35.06
103,1,ED,Benzodiazepine,Age,0-15 Years,11,2023-11-01,2023-11-30,0.00867052,Percent,ADVENTHEALTH DAYTONA BEACH,100068,301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,FL,32117,2023,11,2023Q4,29,73311.0,5001635.0,3.94,12.02,35.1
104,1,ED,All Drugs,Age,0-15 Years,12,2023-12-01,2023-12-31,5.737683195,Percent,BENEWAH COMMUNITY HOSPITAL,131317,229 SOUTH 7TH STREET,SAINT MARIES,ID,83861,2023,12,2023Q4,30,74942.0,5013487.0,3.96,12.03,35.02
105,1,ED,All Opioids,Age,0-15 Years,12,2023-12-01,2023-12-31,0.0106008,Percent,MONTCLAIR HOSPITAL MEDICAL CENTER,050758,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,2023,12,2023Q4,30,95521.0,4977549.0,4.0,11.91,35.07
106,1,ED,Stimulants,Age,0-15 Years,12,2023-12-01,2023-12-31,0.018551401,Percent,MERCY HOSPITAL AURORA,261316,500 PORTER AVENUE,AURORA,MO,65605,2023,12,2023Q4,30,68545.0,5023881.0,4.06,11.91,34.95
107,1,ED,Cannabis,Age,0-15 Years,12,2023-12-01,2023-12-31,0.185514006,Percent,MILFORD MEMORIAL HOSPITAL,461305,850 NORTH MAIN STREET,MILFORD,UT,84751,2023,12,2023Q4,30,93421.0,5008132.0,4.02,11.89,34.87
108,1,ED,Benzodiazepine,Age,0-15 Years,12,2023-12-01,2023-12-31,0.0053004,Percent,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,271339,"1010 SOUTH 7650 EAST, POST OFFICE BOX 9",CROW AGENCY,MT,59022,2023,12,2023Q4,30,70804.0,5014676.0,3.92,12.01,35.07
109,1,ED,All Drugs,Age,0-15 Years,13,2024-01-01,2024-01-31,5.802036919,Percent,KALEIDA HEALTH,330005,100 HIGH STREET,BUFFALO,NY,14210,2024,1,2024Q1,30,83427.0,5010819.0,4.0,11.91,34.9
110,1,ED,All Opioids,Age,0-15 Years,13,2024-01-01,2024-01-31,0.022278803,Percent,SWEETWATER HOSPITAL ASSOCIATION,440084,304 WRIGHT ST,SWEETWATER,TN,37874,2024,1,2024Q1,30,69263.0,5020029.0,3.93,12.03,34.98
111,1,ED,Stimulants,Age,0-15 Years,13,2024-01-01,2024-01-31,0.025461489,Percent,"SAMARITAN HOSPITAL OF TROY, NEW YORK",330180,2215 BURDETT AVENUE,TROY,NY,12180,2024,1,2024Q1,30,83427.0,5010819.0,4.0,11.91,34.9
112,1,ED,Cannabis,Age,0-15 Years,13,2024-01-01,2024-01-31,0.254614895,Percent,ST BERNARD HOSPITAL,140103,326 W 64TH ST,CHICAGO,IL,60621,2024,1,2024Q1,30,81335.0,4994972.0,4.05,11.95,35.05
113,1,ED,Benzodiazepine,Age,0-15 Years,13,2024-01-01,2024-01-31,0.015913431,Percent,LEE'S SUMMIT MEDICAL CENTER,260190,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,2024,1,2024Q1,30,70301.0,4999377.0,3.95,12.05,35.02
114,1,ED,All Drugs,Age,0-15 Years,14,2024-02-01,2024-02-29,5.850315708,Percent,ROCK COUNTY HOSPITAL,281333,102 EAST SOUTH STREET,BASSETT,NE,68714,2024,2,2024Q1,28,75956.0,4994672.0,3.97,11.98,35.14
115,1,ED,All Opioids,Age,0-15 Years,14,2024-02-01,2024-02-29,0.011969955,Percent,NATIONAL JEWISH HEALTH,060107,1400 JACKSON ST,DENVER,CO,80206,2024,2,2024Q1,28,94011.0,4996802.0,3.93,12.09,34.83
116,1,ED,Stimulants,Age,0-15 Years,14,2024-02-01,2024-02-29,0.011969955,Percent,PRISMA HEALTH LAURENS COUNTY HOSPITAL,420038,22725 HIGHWAY 76 EAST,CLINTON,SC,29325,2024,2,2024Q1,28,68662.0,4976308.0,4.0,12.08,35.11
117,1,ED,Cannabis,Age,0-15 Years,14,2024-02-01,2024-02-29,0.194511775,Percent,MARIAN CENTER,464012,451 EAST BISHOP FEDERAL LANE,SALT LAKE CITY,UT,84115,2024,2,2024Q1,28,94888.0,4999069.0,4.02,11.97,35.06
118,1,ED,Benzodiazepine,Age,0-15 Years,14,2024-02-01,2024-02-29,0.005984978,Percent,FREDONIA REGIONAL HOSPITAL,171374,1527 MADISON,FREDONIA,KS,66736,2024,2,2024Q1,28,71487.0,5005840.0,4.03,11.9,34.95
119,1,ED,All Drugs,Age,0-15 Years,15,2024-03-01,2024-03-31,5.445835538,Percent,UF HEALTH SHANDS HOSPITAL,100113,1600 SW ARCHER RD,GAINESVILLE,FL,32610,2024,3,2024Q1,30,75388.0,5001046.0,3.92,11.93,34.88
120,1,ED,All Opioids,Age,0-15 Years,15,2024-03-01,2024-03-31,0.017633574,Percent,EASTSIDE PSYCHIATRIC HOSPITAL,104059,"2634B CAPITAL CIRCLE NE, 2ND FLR",TALLAHASSEE,FL,32308,2024,3,2024Q1,30,75388.0,5001046.0,3.92,11.93,34.88
121,1,ED,Stimulants,Age,0-15 Years,15,2024-03-01,2024-03-31,0.035267149,Percent,PETALUMA VALLEY HOSPITAL,050136,400 N MCDOWELL BLVD,PETALUMA,CA,94954,2024,3,2024Q1,30,97901.0,4989131.0,3.96,11.99,34.93
122,1,ED,Cannabis,Age,0-15 Years,15,2024-03-01,2024-03-31,0.211602892,Percent,INTERMOUNTAIN HEALTH ST. MARY'S REGIONAL HOSPITAL,060023,2635 N 7TH ST,GRAND JUNCTION,CO,81501,2024,3,2024Q1,30,94011.0,4996802.0,3.93,12.09,34.83
123,1,ED,Benzodiazepine,Age,0-15 Years,15,2024-03-01,2024-03-31,0.005877858,Percent,SACRED HEART MEDICAL CENTER - RIVERBEND,380102,3333 RIVERBEND DRIVE,SPRINGFIELD,OR,97477,2024,3,2024Q1,30,81750.0,5009126.0,4.04,12.03,34.9
124,1,ED,All Drugs,Age,0-15 Years,16,2024-04-01,2024-04-30,5.694435829,Percent,SURGICAL HOSPITAL AT SOUTHWOODS,360352,7630 SOUTHERN BLVD,YOUNGSTOWN,OH,44512,2024,4,2024Q2,29,68786.0,5014783.0,3.97,12.11,34.89
125,1,ED,All Opioids,Age,0-15 Years,16,2024-04-01,2024-04-30,0.018609267,Percent,SAN RAMON REGIONAL MEDICAL CENTER,050689,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,2024,4,2024Q2,29,97901.0,4989131.0,3.96,11.99,34.93
126,1,ED,Stimulants,Age,0-15 Years,16,2024-04-01,2024-04-30,0.027913901,Percent,MERCY MEDICAL CENTER REDDING,050280,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,2024,4,2024Q2,29,97901.0,4989131.0,3.96,11.99,34.93
127,1,ED,Cannabis,Age,0-15 Years,16,2024-04-01,2024-04-30,0.229514298,Percent,GREAT RIVER MEDICAL CENTER,040069,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,2024,4,2024Q2,29,60233.0,4976162.0,4.05,11.94,34.96
128,1,ED,Benzodiazepine,Age,0-15 Years,16,2024-04-01,2024-04-30,0.024812357,Percent,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,030002,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,2024,4,2024Q2,29,79498.0,4998877.0,4.06,12.04,35.15
129,1,ED,All Drugs,Age,0-15 Years,17,2024-05-01,2024-05-31,5.633846536,Percent,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,371334,102 NORTH BROADWAY,CARNEGIE,OK,73015,2024,5,2024Q2,30,63248.0,4990612.0,4.08,12.01,34.86
130,1,ED,All Opioids,Age,0-15 Years,17,2024-05-01,2024-05-31,0.021728334,Percent,ASCENSION PROVIDENCE,450042,6901 MEDICAL PARKWAY,WACO,TX,76712,2024,5,2024Q2,30,77908.0,5021848.0,4.06,12.11,35.03
131,1,ED,Stimulants,Age,0-15 Years,17,2024-05-01,2024-05-31,0.021728334,Percent,KAISER FOUNDATION HOSPITAL-SANTA CLARA,050071,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,2024,5,2024Q2,30,97901.0,4989131.0,3.96,11.99,34.93
132,1,ED,Cannabis,Age,0-15 Years,17,2024-05-01,2024-05-31,0.291780482,Percent,"PATHWAYS OF TENNESSEE, INC",444010,238 SUMMAR DR,JACKSON,TN,38301,2024,5,2024Q2,30,69263.0,5020029.0,3.93,12.03,34.98
133,1,ED,Benzodiazepine,Age,0-15 Years,17,2024-05-01,2024-05-31,0.006208095,Percent,EAGLEVILLE HOSPITAL,390278,100 EAGLEVILLE RD,EAGLEVILLE,PA,19403,2024,5,2024Q2,30,75737.0,4980673.0,4.08,12.05,35.08
134,1,ED,All Drugs,Age,0-15 Years,18,2024-06-01,2024-06-30,5.555555556,Percent,SHERIDAN COMMUNITY HOSPITAL,231312,301 N MAIN ST,SHERIDAN,MI,48884,2024,6,2024Q2,29,70950.0,5013530.0,4.0,12.01,35.02
135,1,ED,All Opioids,Age,0-15 Years,18,2024-06-01,2024-06-30,0.018568033,Percent,BANNER DESERT MEDICAL CENTER,030065,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,2024,6,2024Q2,29,79498.0,4998877.0,4.06,12.04,35.15
136,1,ED,Stimulants,Age,0-15 Years,18,2024-06-01,2024-06-30,0.014854427,Percent,LAKE REGIONAL HEALTH SYSTEM,260186,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,2024,6,2024Q2,29,70301.0,4999377.0,3.95,12.05,35.02
137,1,ED,Cannabis,Age,0-15 Years,18,2024-06-01,2024-06-30,0.252525253,Percent,WOODLAWN HOSPITAL,151313,1400 E 9TH ST,ROCHESTER,IN,46975,2024,6,2024Q2,29,70390.0,4975040.0,3.93,11.93,35.05
138,1,ED,Benzodiazepine,Age,0-15 Years,18,2024-06-01,2024-06-30,0.007427213,Percent,SSM ST JOSEPH HOSPITAL WEST,260200,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,2024,6,2024Q2,29,70301.0,4999377.0,3.95,12.05,35.02
139,1,ED,All Drugs,Age,0-15 Years,19,2024-07-01,2024-07-31,5.447761194,Percent,SALINE MEMORIAL HOSPITAL,040084,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,2024,7,2024Q3,30,60233.0,4976162.0,4.05,11.94,34.96
140,1,ED,All Opioids,Age,0-15 Years,19,2024-07-01,2024-07-31,0.023566379,Percent,MOUNTAINS COMMUNITY HOSPITAL,051312,29101 HOSPITAL ROAD,LAKE ARROWHEAD,CA,92352,2024,7,2024Q3,30,97901.0,4989131.0,3.96,11.99,34.93
141,1,ED,Stimulants,Age,0-15 Years,19,2024-07-01,2024-07-31,0.043205027,Percent,ASPIRUS STANLEY HOSPITAL,521311,1120 PINE ST,STANLEY,WI,54768,2024,7,2024Q3,30,75939.0,5005902.0,4.01,12.1,35.13
142,1,ED,Cannabis,Age,0-15 Years,19,2024-07-01,2024-07-31,0.196386489,Percent,HOSPITAL MENONITA DE CAYEY,400013,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,PR,737,2024,7,2024Q3,30,76514.0,5007366.0,4.06,11.88,35.02
143,1,ED,Benzodiazepine,Age,0-15 Years,19,2024-07-01,2024-07-31,0.015710919,Percent,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),19048F,510 EAST STONER AVENUE,SHREVEPORT,LA,71101,2024,7,2024Q3,30,59669.0,4985818.0,4.07,11.91,35.05
144,1,ED,All Drugs,Age,0-15 Years,20,2024-08-01,2024-08-31,5.637583893,Percent,WESTERN STATE HOSPITAL,184002,2400 RUSSELLVILLE ROAD,HOPKINSVILLE,KY,42240,2024,8,2024Q3,30,62817.0,4994795.0,4.05,11.91,35.02
144,1,ED,All Drugs,Age,0-15 Years,20,2024-08-01,2024-08-31,5.637583893,Percent,WESTERN STATE HOSPITAL,494021,1301 RICHMOND ROAD,STAUNTON,VA,24402,2024,8,2024Q3,30,91897.0,5007068.0,3.94,11.96,34.91
145,1,ED,All Opioids,Age,0-15 Years,20,2024-08-01,2024-08-31,0.026845638,Percent,CLOVIS COMMUNITY MEDICAL CENTER,050492,2755 HERNDON AVE,CLOVIS,CA,93611,2024,8,2024Q3,30,97901.0,4989131.0,3.96,11.99,34.93
146,1,ED,Stimulants,Age,0-15 Years,20,2024-08-01,2024-08-31,0.026845638,Percent,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,050668,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,2024,8,2024Q3,30,97901.0,4989131.0,3.96,11.99,34.93
147,1,ED,Cannabis,Age,0-15 Years,20,2024-08-01,2024-08-31,0.180249281,Percent,INTEGRIS MIAMI HOSPITAL,370004,200 SECOND AVENUE SOUTHWEST,MIAMI,OK,74355,2024,8,2024Q3,30,63248.0,4990612.0,4.08,12.01,34.86
148,1,ED,Benzodiazepine,Age,0-15 Years,20,2024-08-01,2024-08-31,0.011505273,Percent,LAKE CHELAN COMMUNITY HOSPITAL,501334,110 S APPLE BLOSSOM DR,CHELAN,WA,98816,2024,8,2024Q3,30,96670.0,4976952.0,4.04,11.9,34.88
149,1,ED,All Drugs,Age,0-15 Years,21,2024-09-01,2024-09-30,6.042553191,Percent,ASTRIA SUNNYSIDE HOSPITAL,501330,1016 TACOMA AVENUE,SUNNYSIDE,WA,98944,2024,9,2024Q3,29,96670.0,4976952.0,4.04,11.9,34.88
150,1,ED,All Opioids,Age,0-15 Years,21,2024-09-01,2024-09-30,0.029459902,Percent,OSF SAINT ANTHONY'S HEALTH CENTER,140052,ST ANTHONY'S WAY,ALTON,IL,62002,2024,9,2024Q3,29,81335.0,4994972.0,4.05,11.95,35.05
151,1,ED,Stimulants,Age,0-15 Years,21,2024-09-01,2024-09-30,0.029459902,Percent,UCHEALTH BROOMFIELD HOSPITAL,060129,11820 DESTINATION DR,BROOMFIELD,CO,80021,2024,9,2024Q3,29,94011.0,4996802.0,3.93,12.09,34.83
152,1,ED,Cannabis,Age,0-15 Years,21,2024-09-01,2024-09-30,0.248772504,Percent,ABRAZO SCOTTSDALE CAMPUS,030083,3929 EAST BELL ROAD,PHOENIX,AZ,85032,2024,9,2024Q3,29,79498.0,4998877.0,4.06,12.04,35.15
153,1,ED,Benzodiazepine,Age,0-15 Years,21,2024-09-01,2024-09-30,0.016366612,Percent,VIERA HOSPITAL,100315,8745 N WICKHAM RD,MELBOURNE,FL,32940,2024,9,2024Q3,29,75388.0,5001046.0,3.92,11.93,34.88
154,1,ED,All Drugs,Age,0-15 Years,22,2024-10-01,2024-10-31,6.126379505,Percent,NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,8700 SUDLEY RD,MANASSAS,VA,20110,2024,10,2024Q4,30,91897.0,5007068.0,3.94,11.96,34.91
155,1,ED,All Opioids,Age,0-15 Years,22,2024-10-01,2024-10-31,0.009171227,Percent,"NATIONWIDE CHILDREN'S HOSPITAL TOLEDO, LLC",363309,2213 CHERRY STREET,TOLEDO,OH,43608,2024,10,2024Q4,30,68786.0,5014783.0,3.97,12.11,34.89
156,1,ED,Stimulants,Age,0-15 Years,22,2024-10-01,2024-10-31,0.024456605,Percent,CHATUGE REGIONAL HOSPITAL,111324,110 S MAIN STREET,HIAWASSEE,GA,30546,2024,10,2024Q4,30,75989.0,4988915.0,3.92,12.1,34.97
157,1,ED,Cannabis,Age,0-15 Years,22,2024-10-01,2024-10-31,0.281250955,Percent,DECATUR COUNTY HOSPITAL,161340,1405 NW CHURCH STREET,LEON,IA,50144,2024,10,2024Q4,30,73232.0,4981433.0,3.92,11.99,35.07
158,1,ED,Benzodiazepine,Age,0-15 Years,22,2024-10-01,2024-10-31,0.015285378,Percent,MONUMENT HEALTH LEAD-DEADWOOD HOSPITAL,431320,61 CHARLES STREET,DEADWOOD,SD,57732,2024,10,2024Q4,30,73933.0,5014559.0,3.92,11.9,34.97
159,1,ED,All Drugs,Age,0-15 Years,23,2024-11-01,2024-11-30,5.789213261,Percent,NORTHRIDGE HOSPITAL MEDICAL CENTER,050116,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,2024,11,2024Q4,29,97901.0,4989131.0,3.96,11.99,34.93
160,1,ED,All Opioids,Age,0-15 Years,23,2024-11-01,2024-11-30,0.015462642,Percent,MEDICAL CENTER BARBOUR,011307,820 W WASHINGTON ST,EUFAULA,AL,36027,2024,11,2024Q4,29,64049.0,4990740.0,4.06,12.09,35.11
161,1,ED,Stimulants,Age,0-15 Years,23,2024-11-01,2024-11-30,0.034017813,Percent,SHRINERS HOSPITALS FOR CHILDREN,263304,4400 CLAYTON AVE,SAINT LOUIS,MO,63110,2024,11,2024Q4,29,70301.0,4999377.0,3.95,12.05,35.02
161,1,ED,Stimulants,Age,0-15 Years,23,2024-11-01,2024-11-30,0.034017813,Percent,SHRINERS HOSPITALS FOR CHILDREN,363308,"1 CHILDREN'S PLAZA, 2 WEST",DAYTON,OH,45404,2024,11,2024Q4,29,68786.0,5014783.0,3.97,12.11,34.89
161,1,ED,Stimulants,Age,0-15 Years,23,2024-11-01,2024-11-30,0.034017813,Percent,SHRINERS HOSPITALS FOR CHILDREN,423300,950 WEST FARIS ROAD,GREENVILLE,SC,29605,2024,11,2024Q4,29,68662.0,4976308.0,4.0,12.08,35.11
161,1,ED,Stimulants,Age,0-15 Years,23,2024-11-01,2024-11-30,0.034017813,Percent,SHRINERS HOSPITALS FOR CHILDREN,453311,815 MARKET STREET,GALVESTON,TX,77550,2024,11,2024Q4,29,77908.0,5021848.0,4.06,12.11,35.03
162,1,ED,Cannabis,Age,0-15 Years,23,2024-11-01,2024-11-30,0.231939634,Percent,SUTTER AUBURN FAITH HOSPITAL,050498,11815 EDUCATION STREET,AUBURN,CA,95603,2024,11,2024Q4,29,97901.0,4989131.0,3.96,11.99,34.93
163,1,ED,Benzodiazepine,Age,0-15 Years,23,2024-11-01,2024-11-30,0.009277585,Percent,PALO VERDE BEHAVIORAL HEALTH,034030,2695 NORTH CRAYCROFT ROAD,TUCSON,AZ,85712,2024,11,2024Q4,29,79498.0,4998877.0,4.06,12.04,35.15
164,1,ED,All Drugs,Age,0-15 Years,24,2024-12-01,2024-12-31,5.183901197,Percent,CLARA BARTON HOSPITAL,171333,250 W 9TH STREET,HOISINGTON,KS,67544,2024,12,2024Q4,30,71487.0,5005840.0,4.03,11.9,34.95
165,1,ED,All Opioids,Age,0-15 Years,24,2024-12-01,2024-12-31,0.021667299,Percent,STATEN ISLAND UNIVERSITY HOSPITAL,330160,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,2024,12,2024Q4,30,83427.0,5010819.0,4.0,11.91,34.9
166,1,ED,Stimulants,Age,0-15 Years,24,2024-12-01,2024-12-31,0.027084123,Percent,EASTERN STATE HOSPITAL,184004,1350 BULL LEA ROAD,LEXINGTON,KY,40511,2024,12,2024Q4,30,62817.0,4994795.0,4.05,11.91,35.02
166,1,ED,Stimulants,Age,0-15 Years,24,2024-12-01,2024-12-31,0.027084123,Percent,EASTERN STATE HOSPITAL,504004,850 MAPLE STREET - P O BOX  A,MEDICAL LAKE,WA,99022,2024,12,2024Q4,30,96670.0,4976952.0,4.04,11.9,34.88
167,1,ED,Cannabis,Age,0-15 Years,24,2024-12-01,2024-12-31,0.167921564,Percent,SHAMROCK GENERAL HOSPITAL,451340,1000 SOUTH MAIN STREET,SHAMROCK,TX,79079,2024,12,2024Q4,30,77908.0,5021848.0,4.06,12.11,35.03
168,1,ED,Benzodiazepine,Age,0-15 Years,24,2024-12-01,2024-12-31,0.013542062,Percent,CHI MERCY HEALTH,351324,570 CHAUTAUQUA BLVD,VALLEY CITY,ND,58072,2024,12,2024Q4,30,78343.0,5000825.0,3.96,11.93,34.89
169,1,ED,All Drugs,Age,16-34 Years,1,2023-01-01,2023-01-31,24.78950092,Percent,BOUNDARY COMMUNITY HOSPITAL,131301,6640 KANIKSU STREET,BONNERS FERRY,ID,83805,2023,1,2023Q1,30,74942.0,5013487.0,3.96,12.03,35.02
170,1,ED,All Opioids,Age,16-34 Years,1,2023-01-01,2023-01-31,0.877275507,Percent,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,350 ENGLE ST,ENGLEWOOD,NJ,7631,2023,1,2023Q1,30,99781.0,4994974.0,4.05,12.02,34.88
171,1,ED,Stimulants,Age,16-34 Years,1,2023-01-01,2023-01-31,0.754974364,Percent,COPPER SPRINGS EAST- GILBERT,034032,10550 WEST MCDOWELL ROAD,AVONDALE,AZ,85392,2023,1,2023Q1,30,77315.0,4997635.0,4.04,12.04,34.92
172,1,ED,Cannabis,Age,16-34 Years,1,2023-01-01,2023-01-31,1.862740486,Percent,UNITYPOINT HEALTH - MARSHALLTOWN,160001,55 UNITYPOINT WAY,MARSHALLTOWN,IA,50158,2023,1,2023Q1,30,71433.0,4977623.0,4.07,11.96,34.95
173,1,ED,Benzodiazepine,Age,16-34 Years,1,2023-01-01,2023-01-31,0.131708923,Percent,ASPIRUS KEWEENAW HOSPITAL AND CLINICS,231319,205 OSCEOLA,LAURIUM,MI,49913,2023,1,2023Q1,30,69183.0,5013349.0,4.02,11.96,35.04
174,1,ED,All Drugs,Age,16-34 Years,2,2023-02-01,2023-02-28,25.19652674,Percent,NOVANT HEALTH ROWAN MEDICAL CENTER,340015,612 MOCKSVILLE AVE,SALISBURY,NC,28144,2023,2,2023Q1,27,70804.0,4990227.0,3.97,12.01,35.09
175,1,ED,All Opioids,Age,16-34 Years,2,2023-02-01,2023-02-28,1.040435699,Percent,NORTHWESTERN MEMORIAL HOSPITAL,140281,251 E HURON ST,CHICAGO,IL,60611,2023,2,2023Q1,27,80306.0,5019028.0,4.0,12.06,35.0
176,1,ED,Stimulants,Age,16-34 Years,2,2023-02-01,2023-02-28,0.84005549,Percent,ATHOL MEMORIAL HOSPITAL,221303,2033 MAIN STREET,ATHOL,MA,1331,2023,2,2023Q1,27,99858.0,5022434.0,4.05,11.95,34.94
177,1,ED,Cannabis,Age,16-34 Years,2,2023-02-01,2023-02-28,1.944715614,Percent,AURORA BEHAVIORAL HEALTHCARE-TEMPE,034028,6350 SOUTH MAPLE AVENUE,TEMPE,AZ,85283,2023,2,2023Q1,27,77315.0,4997635.0,4.04,12.04,34.92
178,1,ED,Benzodiazepine,Age,16-34 Years,2,2023-02-01,2023-02-28,0.151569645,Percent,CARLE EUREKA  HOSPITAL,141309,101 S MAJOR ST,EUREKA,IL,61530,2023,2,2023Q1,27,80306.0,5019028.0,4.0,12.06,35.0
179,1,ED,All Drugs,Age,16-34 Years,3,2023-03-01,2023-03-31,24.86191628,Percent,HUDSON VALLEY HOSPITAL CENTER,330267,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,2023,3,2023Q1,30,82095.0,5003284.0,3.93,11.92,35.17
180,1,ED,All Opioids,Age,16-34 Years,3,2023-03-01,2023-03-31,0.999680467,Percent,COREWELL HEALTH WAYNE HOSPITAL,230142,33155 ANNAPOLIS AVE,WAYNE,MI,48184,2023,3,2023Q1,30,69183.0,5013349.0,4.02,11.96,35.04
181,1,ED,Stimulants,Age,16-34 Years,3,2023-03-01,2023-03-31,0.801113799,Percent,LIFEBRITE COMMUNITY HOSPITAL OF EARLY,111314,11740 COLUMBIA STREET,BLAKELY,GA,39823,2023,3,2023Q1,30,74632.0,4995498.0,4.03,12.02,35.12
182,1,ED,Cannabis,Age,16-34 Years,3,2023-03-01,2023-03-31,1.816770895,Percent,RANDOLPH HOSPITAL,340123,364 WHITE OAK STREET,ASHEBORO,NC,27203,2023,3,2023Q1,30,70804.0,4990227.0,3.97,12.01,35.09
183,1,ED,Benzodiazepine,Age,16-34 Years,3,2023-03-01,2023-03-31,0.178025289,Percent,ADVENTHEALTH SHAWNEE MISSION,170104,9100 W 74TH STREET,SHAWNEE MISSION,KS,66204,2023,3,2023Q1,30,70333.0,4998042.0,3.96,12.1,35.16
184,1,ED,All Drugs,Age,16-34 Years,4,2023-04-01,2023-04-30,24.34553123,Percent,CHILDRENS MEDICAL CENTER PLANO,453316,7601 PRESTON ROAD,PLANO,TX,75024,2023,4,2023Q2,29,75780.0,4981069.0,3.92,11.93,35.05
185,1,ED,All Opioids,Age,16-34 Years,4,2023-04-01,2023-04-30,1.039138528,Percent,BRECKINRIDGE MEMORIAL HOSPITAL,181319,1011 OLD HIGHWAY 60,HARDINSBURG,KY,40143,2023,4,2023Q2,29,61118.0,5003166.0,4.06,11.95,35.07
186,1,ED,Stimulants,Age,16-34 Years,4,2023-04-01,2023-04-30,0.881264874,Percent,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,13652 CANTARA ST,PANORAMA CITY,CA,91402,2023,4,2023Q2,29,95521.0,4977549.0,4.0,11.91,35.07
187,1,ED,Cannabis,Age,16-34 Years,4,2023-04-01,2023-04-30,1.826150475,Percent,AHMC SETON MEDICAL CENTER,050289,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,2023,4,2023Q2,29,95521.0,4977549.0,4.0,11.91,35.07
